Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2013-01-02,16.66901397705078,16.85026872180012,16.444345067820528,16.814442915480573,560518000
2013-01-03,16.4586181640625,16.688449812436144,16.42522127202714,16.634103857668503,352965200
2013-01-04,16.000164031982422,16.353261016011334,15.964641437989275,16.302861673803513,594333600
2013-01-07,15.906045913696289,16.069993356313194,15.641906205332647,15.84835980160295,484156400
2013-01-08,15.948859214782715,16.148634152973806,15.825595379835107,16.067266823349875,458707200
2013-01-09,15.699597358703613,15.939751123545888,15.665895634981226,15.863544853965491,407604400
2013-01-10,15.894203186035156,16.052381501713008,15.651618998727985,16.047220446514835,601146000
2013-01-11,15.796751976013184,15.949162886830218,15.757889196238695,15.81800424798015,350506800
2013-01-14,15.233551979064941,15.408126346320095,15.135182227122494,15.261786179806252,734207600
2013-01-15,14.752945899963379,15.149762002461514,14.675828380039734,15.12881294004875,876772400
2013-01-16,15.365320205688477,15.467030153145117,14.952717803419924,15.01768906975374,690804800
2013-01-17,15.261786460876465,15.506799593834076,15.242053489570552,15.493440518189916,453678400
2013-01-18,15.180423736572266,15.247823926427802,15.071123808791956,15.135488655224437,472922800
2013-01-22,15.325246810913086,15.419668380668128,15.078109503562887,15.318871291666664,461546400
2013-01-23,15.6057767868042,15.635530282869325,15.325242665730194,15.447900034495245,861509600
2013-01-24,13.677558898925781,14.139954115643047,13.669967299365265,13.965986174582193,1460852400
2013-01-25,13.35512924194336,13.85152869033821,13.206968162210199,13.713691345444188,1208026400
2013-01-28,13.657220840454102,13.759840427280581,13.233080203672918,13.292891229428765,785517600
2013-01-29,13.913464546203613,13.97206191569387,13.726745525726573,13.920448106080604,571158000
2013-01-30,13.869749069213867,14.044931559164931,13.799008686659237,13.874910127196618,417155200
2013-01-31,13.829061508178711,13.944128909252994,13.813578338592453,13.874299798204532,319334400
2013-02-01,13.772282600402832,13.95019712205756,13.612281787761841,13.938963760720922,539484400
2013-02-04,13.429210662841797,13.842725156818954,13.419494968917741,13.781092439571408,477117200
2013-02-05,13.900413513183594,13.958099644408273,13.426176666672324,13.481737084148358,573347600
2013-02-06,13.88553237915039,14.163332757444106,13.74070986581021,13.85881422499363,593706400
2013-02-07,14.298402786254883,14.352758844483049,13.867819107619884,14.146630181773158,704580800
2013-02-08,14.504841804504395,14.6218013809384,14.29932141206928,14.474914896220715,633158400
2013-02-11,14.655996322631836,14.808992068689824,14.452005799972586,14.551252190381096,517490400
2013-02-12,14.288630485534668,14.730817973748817,14.283744327815588,14.643173742833143,609053200
2013-02-13,14.26145076751709,14.4639164306438,14.14571276769873,14.267558464291879,475207600
2013-02-14,14.248621940612793,14.402837577010251,14.170140094836944,14.185408517598955,355275200
2013-02-15,14.052268981933594,14.357647330316249,14.0449397450066,14.317641504366287,391745200
2013-02-19,14.047075271606445,14.130749905450884,13.859574680957644,14.080973397838399,435783600
2013-02-20,13.706887245178223,13.976840964301177,13.705359097558116,13.976840964301177,476302400
2013-02-21,13.621686935424805,13.716660418958709,13.522744671244203,13.6198546259707,447182400
2013-02-22,13.766742706298828,13.790866892330566,13.63817850625996,13.719104288641509,330654800
2013-02-25,13.522135734558105,13.898361000865378,13.515111473398544,13.85957833767188,372579200
2013-02-26,13.710551261901855,13.789033136550902,13.365168713300346,13.55328090455684,501499600
2013-02-27,13.576184272766113,13.816516868594753,13.456476663748743,13.694059572536467,587350400
2013-02-28,13.479378700256348,13.67695739282057,13.479378700256348,13.560303644848986,322515200
2013-03-01,13.145604133605957,13.381050606065271,13.13064068027839,13.375552862068844,552448400
2013-03-04,12.827397346496582,13.076279880977449,12.795332345281494,13.06406448709611,582755600
2013-03-05,13.16606330871582,13.289741343336267,12.848776133626133,12.87106882435696,638433600
2013-03-06,12.998713493347168,13.291571439776902,12.96115156565811,13.268972961561266,460250000
2013-03-07,13.14896297454834,13.19263261034878,12.858243054524635,12.9632930205768,468473600
2013-03-08,13.183773040771484,13.297067966159819,13.088800390952839,13.125140780412238,391482000
2013-03-11,13.371583938598633,13.406397821162951,12.982837478824852,13.123617079691185,474236000
2013-03-12,13.08330249786377,13.402422711546903,13.057040218125536,13.302258934390897,465911600
2013-03-13,13.08086109161377,13.268668299723052,12.989553870511905,13.083915755728437,405549200
2013-03-14,13.20759391784668,13.272943833714162,13.144990427193093,13.217670395390659,303875600
2013-03-15,13.548394203186035,13.56580073167864,13.352646186478,13.373412355998877,643960800
2013-03-18,13.916683197021484,13.969817725413066,13.47327408978909,13.480908304871994,606197200
2013-03-19,13.879117965698242,14.077002437555139,13.696195311493428,14.0321104610246,526775200
2013-03-20,13.805522918701172,13.975008668826897,13.72948412408731,13.968595994229657,308660800
2013-03-21,13.825372695922852,13.985696086380168,13.745059327564793,13.748723946078359,383255600
2013-03-22,14.105711936950684,14.111513027098296,13.836979738423029,13.881870097240295,395105200
2013-03-25,14.156709671020508,14.351236185684701,14.101742019101916,14.190606172251105,501135600
2013-03-26,14.082194328308105,14.22572112503867,14.06356626089993,14.213505731509755,294294000
2013-03-27,13.805522918701172,13.949661316693046,13.764297184095621,13.939279046477882,331237200
2013-03-28,13.517860412597656,13.797586488122121,13.486101194959023,13.736511132312986,442839600
2013-04-01,13.097962379455566,13.549616395203499,13.062233573935176,13.494647935741577,389732000
2013-04-02,13.124837875366211,13.379828165594203,13.021314426964183,13.05796061705963,529519200
2013-04-03,13.192018508911133,13.353563431134184,13.140714667625845,13.173084647498065,363216000
2013-04-04,13.061622619628906,13.283937916205224,12.98619459403373,13.246071822555157,358447600
2013-04-05,12.923592567443848,12.977033696775004,12.816098723591738,12.963290969836864,383695200
2013-04-08,13.015508651733398,13.054902071203738,12.901908757999037,12.97397713075296,300829200
2013-04-09,13.039021492004395,13.085438349839157,12.909846578094049,13.020088450206716,306614000
2013-04-10,13.305009841918945,13.346847164562393,13.009403788887514,13.073228008393613,375928000
2013-04-11,13.263480186462402,13.375247804506714,13.167895930431964,13.2448512987668,328364400
2013-04-12,13.125142097473145,13.257980851162166,13.103460178651284,13.257980851162166,238613200
2013-04-15,12.821290016174316,13.06681373208187,12.812128470501342,13.039634887642155,317520000
2013-04-16,13.016429901123047,13.02772792060806,12.843280311560502,12.873817989777336,305771200
2013-04-17,12.300622940063477,12.844196703815795,12.157401076190302,12.83411859331676,945056000
2013-04-18,11.972338676452637,12.391927647465614,11.901796003900468,12.367497676515063,666299200
2013-04-19,11.925920486450195,12.202898399504475,11.760099384951102,11.847743604223895,609274400
2013-04-22,12.174500465393066,12.282300111459385,11.948522163940007,11.99035785644276,429920400
2013-04-23,12.402311325073242,12.47102087648621,12.178773696076266,12.336959783780364,664238400
2013-04-24,12.381852149963379,12.680817030213317,11.986082296828215,12.017842325838556,969651200
2013-04-25,12.471023559570312,12.640813492451064,12.428881257398649,12.55805622038265,384837600
2013-04-26,12.74036693572998,12.788311145012102,12.467053548110476,12.514692780196043,764097600
2013-04-29,13.13491439819336,13.241796660048706,12.825871422641672,12.839613334543424,640326400
2013-04-30,13.52152156829834,13.596950408934315,13.194462115300755,13.286991693417562,691538400
2013-05-01,13.41494369506836,13.587176668549935,13.265309199872188,13.572823988713706,506909200
2013-05-02,13.605196952819824,13.698946444668248,13.455866595467482,13.490984634695646,421828400
2013-05-03,13.741395950317383,13.840644005407583,13.716048595585448,13.782010103894102,361300800
2013-05-06,14.06906509399414,14.114565399799202,13.87362204416916,13.916374293940619,496641600
2013-05-07,14.006464004516602,14.222976608286467,13.854996348856089,14.199157400425044,483753200
2013-05-08,14.164647102355957,14.211370579215213,13.919429170365172,14.01806562819783,472598000
2013-05-09,14.041074752807617,14.232584354458863,14.004494636017853,14.134524622120233,398487600
2013-05-10,13.924263954162598,14.131451691395815,13.847721839326605,14.07796381726508,334852000
2013-05-13,13.978672981262207,14.075811729297987,13.879076624542812,13.879383620417117,316948800
2013-05-14,13.6442232131958,13.992813726015964,13.59165714977644,13.951315109513063,447118000
2013-05-15,13.182816505432129,13.55630735655848,12.983315155079712,13.499746239857867,741613600
2013-05-16,13.358956336975098,13.459476141401566,12.876954767479742,13.01036581357378,603204000
2013-05-17,13.318376541137695,13.528330474872263,13.249212193709555,13.496361048818574,427904400
2013-05-20,13.615633010864258,13.703856549199086,13.221239425751351,13.276878723650938,451578400
2013-05-21,13.515117645263672,13.694024030381083,13.347277888352915,13.46870051933059,456022000
2013-05-22,13.56706428527832,13.782244558136224,13.470848180209323,13.650062331891764,443038400
2013-05-23,13.591347694396973,13.714922533970762,13.396149256707982,13.40106775629433,353021200
2013-05-24,13.683876991271973,13.699554300659132,13.536633081372084,13.551695578217698,276166800
2013-05-28,13.569828987121582,13.867083822744869,13.551693251526482,13.829889722478496,386145200
2013-05-29,13.677724838256836,13.756112182954883,13.507118102015777,13.525562472830945,330576400
2013-05-30,13.881536483764648,13.971297484619026,13.664204737182873,13.699248235687474,353519600
2013-05-31,13.824665069580078,14.051218130558102,13.817594315713178,13.909812903353167,384302800
2013-06-03,13.855094909667969,13.905507882993417,13.601797955751396,13.855401905434931,372352400
2013-06-04,13.811755180358887,13.969143912901933,13.752734816077515,13.931948163311572,292728800
2013-06-05,13.682646751403809,13.85509796775854,13.639610696273806,13.699245868435202,290589600
2013-06-06,13.478226661682129,13.740745870054463,13.342664190565326,13.693713942064276,416934000
2013-06-07,13.581205368041992,13.625163232229148,13.303315853181957,13.417976336765154,404535600
2013-06-10,13.491442680358887,13.804681823737281,13.427196831829407,13.670963810462409,450153200
2013-06-11,13.451788902282715,13.610407244374176,13.320222310271289,13.39461380214693,286112400
