Price,Close,High,Low,Open,Volume
Ticker,NVDA,NVDA,NVDA,NVDA,NVDA
Date,,,,,
2013-01-02,0.2934875786304474,0.2937183186490477,0.2886422857854567,0.2897959308683214,478836000
2013-01-03,0.2937183976173401,0.2969485937157952,0.2902574614382486,0.2934876575367037,298888000
2013-01-04,0.3034089505672455,0.3043318556047972,0.2932568576288391,0.2941797626663908,524968000
2013-01-07,0.29464128613471985,0.30410118882037107,0.2925647355476619,0.303178283560584,610732000
2013-01-08,0.28818079829216003,0.2962563411683429,0.28610424819875746,0.2953334086228891,466424000
2013-01-09,0.28172048926353455,0.2918725861527364,0.2798746784701145,0.2904882005525931,695020000
2013-01-10,0.28218191862106323,0.28564285449272286,0.2805667932102301,0.2842584691420297,506368000
2013-01-11,0.28172048926353455,0.2835663275620329,0.27895174556832614,0.28333561496539456,513172000
2013-01-14,0.28148970007896423,0.28356625040911154,0.27825947705920406,0.28356625040911154,305684000
2013-01-15,0.27641361951828003,0.2801052948471409,0.2747985218763042,0.2801052948471409,375888000
2013-01-16,0.27895161509513855,0.28125890501281026,0.27595213270115226,0.27595213270115226,337376000
2013-01-17,0.28264331817626953,0.28379696325025155,0.27918238295432357,0.2798745754997264,580736000
2013-01-18,0.2807975113391876,0.2826433491609216,0.2773365757378381,0.2826433491609216,397088000
2013-01-22,0.2794130742549896,0.2831047492135131,0.2780287167743429,0.2805667192413949,308224000
2013-01-23,0.27987462282180786,0.280566787979176,0.27687513962127897,0.2803360754284109,421808000
2013-01-24,0.2812589406967163,0.2824125858019175,0.2775672653580449,0.2789516504863139,396980000
2013-01-25,0.2863350212574005,0.28656573379158984,0.2803360552873454,0.2817204130076937,393920000
2013-01-28,0.2909497022628784,0.2927955406978202,0.287027285274222,0.2877194781254602,422492000
2013-01-29,0.284719854593277,0.29048807968534823,0.2835662095748627,0.28979591467835314,388872000
2013-01-30,0.2842583954334259,0.28887297539907164,0.2833354904423232,0.284950587929286,287592000
2013-01-31,0.28287413716316223,0.2874887467011188,0.2810283263540738,0.28425852277505703,470544000
2013-02-01,0.2854119539260864,0.2863348861425456,0.28287392471214595,0.2851812139957072,288816000
2013-02-04,0.2805667519569397,0.2895652004032068,0.280336039435796,0.2837969747985751,511744000
2013-02-05,0.2870272696018219,0.2886423953348813,0.2810283293971685,0.2819512348117063,367296000
2013-02-06,0.284719854593277,0.2870271446301055,0.27849017699485346,0.28010527451962003,530688000
